name,party_name,election_name,election_date,office,is_incumbent,special_election,created_at,updated_at,ocd_person_id,ocd_candidacy_id,ocd_election_id,ocd_post_id,ocd_contest_id,ocd_party_id,latest_calaccess_filer_id,calaccess_filer_id_count,latest_form501_filing_id,form501_filing_count
JERRY S. KOWAL,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 45,f,f,2017-10-25 02:07:03.800216+00,2017-10-25 02:07:03.870118+00,ocd-person/35878029-4fce-4895-ab07-3c52b9b97ec1,ocd-candidacy/5262be45-10b3-4544-bf54-e3abe77bf2eb,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/132ef221-647e-4f58-a2a0-0747a4b8eb87,ocd-contest/def41376-5aa3-4201-8d15-df37cb841b82,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1383380,1,2018156,1
DOUG KRIEGEL,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 45,f,f,2017-10-25 02:07:04.037029+00,2017-10-25 02:07:04.117693+00,ocd-person/36bea80d-bb1c-4904-8568-0196da643141,ocd-candidacy/57c0cc9c-fe17-4cd7-8a2e-676c853934a8,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/132ef221-647e-4f58-a2a0-0747a4b8eb87,ocd-contest/def41376-5aa3-4201-8d15-df37cb841b82,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1364376,1,2018667,1
MATTHEW DABABNEH,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 45,t,f,2017-10-25 02:07:03.573454+00,2017-10-25 02:07:03.652429+00,ocd-person/81b98f0a-d5f9-441a-8460-de358ead0d9e,ocd-candidacy/aea5db39-9870-4629-ac23-26454d8424a6,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/132ef221-647e-4f58-a2a0-0747a4b8eb87,ocd-contest/def41376-5aa3-4201-8d15-df37cb841b82,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1357054,1,1924509,2
ROBERT A. FAITH,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 45,f,f,2017-10-25 02:26:31.09901+00,2017-10-25 02:26:31.127318+00,ocd-person/f737d206-90e9-401b-884f-8d660f4fc251,ocd-candidacy/d52b7cbe-7881-4bde-b03d-3dc40dd37ea2,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/132ef221-647e-4f58-a2a0-0747a4b8eb87,ocd-contest/def41376-5aa3-4201-8d15-df37cb841b82,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1383803,1,2020135,1
ROXANNE BECKFORD HOGE,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 46,f,f,2017-10-25 02:26:48.202028+00,2017-10-25 02:26:48.230529+00,ocd-person/5bf8bdd0-b13e-4eb0-9be4-c7f7f06b6f9f,ocd-candidacy/b6d5c9d7-880a-424c-a7ca-8c1deafea7a8,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/eb635c1c-6232-452c-871a-74773856c2c3,ocd-contest/f8340f33-3b0e-4b16-8a55-29dd283c8235,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1386036,1,2045843,1
ADRIN NAZARIAN,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 46,t,f,2017-10-25 02:07:03.102162+00,2017-10-25 02:07:03.178763+00,ocd-person/754a500d-60f0-4117-be96-3795a7c9ccb2,ocd-candidacy/c6339193-b810-42dc-bae3-8ee8cff3aff5,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/eb635c1c-6232-452c-871a-74773856c2c3,ocd-contest/f8340f33-3b0e-4b16-8a55-29dd283c8235,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1323126,1,1930533,3
ELOISE GOMEZ REYES,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 47,f,f,2017-10-25 02:07:02.83497+00,2017-10-25 02:07:02.911658+00,ocd-person/5fa1202f-8c11-4385-b787-71b4944a6a4b,ocd-candidacy/0732eabd-6d1d-4303-9223-cbc0ff1ddb80,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/265eb056-d97d-4289-ab22-165018f003a7,ocd-contest/54d4e32e-b828-4b42-b33a-5a940a9b2794,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1381098,1,1999414,1
CHERYL BROWN,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 47,t,f,2017-10-25 02:07:02.607719+00,2017-10-25 02:07:02.683264+00,ocd-person/7bd42d30-9611-43b9-ba3f-7b8e25e36004,ocd-candidacy/7f90ac0e-77c1-4a8d-8413-9e581ceaafd1,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/265eb056-d97d-4289-ab22-165018f003a7,ocd-contest/54d4e32e-b828-4b42-b33a-5a940a9b2794,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1340553,1,1918807,3
AISSA C. SANCHEZ,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 47,f,f,2017-10-25 02:17:59.691384+00,2017-10-25 02:17:59.811174+00,ocd-person/8ddf0421-eaff-4c92-ab51-05bf25940b8d,ocd-candidacy/d3b26eda-4521-40a7-a67b-6d3e9a99dd28,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/265eb056-d97d-4289-ab22-165018f003a7,ocd-contest/54d4e32e-b828-4b42-b33a-5a940a9b2794,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1383681,1,2019476,1
BLANCA RUBIO,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 48,,f,2017-10-25 02:07:05.570609+00,2017-10-25 02:07:05.651818+00,ocd-person/0af09fb5-27ba-4572-a8be-1d87338eac9d,ocd-candidacy/656eebf7-1df0-4e8c-8092-cd67885ee509,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/f71a07ae-5509-4960-af89-db5b769e6d76,ocd-contest/4c7781e6-8579-4b26-8107-2eff81c6ebe0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1374663,1,1928234,1
MANUEL LOZANO,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 48,,f,2017-10-25 02:18:00.286285+00,2017-10-25 02:18:00.40047+00,ocd-person/25091010-0ca1-42f2-9c8b-d8ef62442e8a,ocd-candidacy/3437b2c9-418a-43b4-8d54-9c881182692d,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/f71a07ae-5509-4960-af89-db5b769e6d76,ocd-contest/4c7781e6-8579-4b26-8107-2eff81c6ebe0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1005846,1,2020204,1
BRYAN URIAS,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 48,,f,2017-10-25 02:07:05.812981+00,2017-10-25 02:07:05.885756+00,ocd-person/777dc784-14f8-43bf-9bfc-0b9fb7f5c4ce,ocd-candidacy/2b4f05e5-3b95-4711-b0ed-0979a370e8e9,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/f71a07ae-5509-4960-af89-db5b769e6d76,ocd-contest/4c7781e6-8579-4b26-8107-2eff81c6ebe0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1374851,1,1932732,1
CORY H ELLENSON,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 48,,f,2017-10-25 02:07:05.346629+00,2017-10-25 02:07:05.417557+00,ocd-person/a66c92f8-f55b-4191-bd2d-21a6d597756f,ocd-candidacy/3fd8b920-aa54-4cf5-b361-9bcbb49fdc4c,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/f71a07ae-5509-4960-af89-db5b769e6d76,ocd-contest/4c7781e6-8579-4b26-8107-2eff81c6ebe0,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1379875,1,1988768,1
ARMANDO BARAJAS,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 48,,f,2017-10-25 02:17:59.98874+00,2017-10-25 02:18:00.099353+00,ocd-person/df3e9c9d-a974-4ec0-9aac-c7e57fc5e721,ocd-candidacy/09a2f1ed-7123-4738-ad01-80facf167d4a,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/f71a07ae-5509-4960-af89-db5b769e6d76,ocd-contest/4c7781e6-8579-4b26-8107-2eff81c6ebe0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1382766,1,2014908,1
EDWIN CHAU,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 49,t,f,2017-10-25 02:07:05.079443+00,2017-10-25 02:07:05.154111+00,ocd-person/232d38eb-b10f-419b-824f-2814ae7d3a23,ocd-candidacy/b8162487-a23f-44a6-8756-641ba2454844,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/bfb6de90-c076-48db-8efa-7677829d30db,ocd-contest/2374abfe-4751-4468-919f-f509b25659e7,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1281706,1,1920308,3
RICHARD BLOOM,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 50,t,f,2017-10-25 02:07:10.205835+00,2017-10-25 02:07:10.279538+00,ocd-person/361c163c-100a-40f0-8045-7500fa20a5b8,ocd-candidacy/e69a1d8a-0256-4b8f-8492-054e8b5e236b,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/d5e431c3-08d8-4090-9a16-d04e57b6ef9c,ocd-contest/e82752b9-88cf-4ec8-b2fb-8d7813522b48,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1330273,1,1916931,3
MATTHEW G. CRAFFEY,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 50,f,f,2017-10-25 02:07:10.434159+00,2017-10-25 02:07:10.514335+00,ocd-person/a243c79a-292e-44eb-942c-3497670faaa4,ocd-candidacy/f84bf626-e809-456b-abb3-d62701132174,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/d5e431c3-08d8-4090-9a16-d04e57b6ef9c,ocd-contest/e82752b9-88cf-4ec8-b2fb-8d7813522b48,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1383501,1,2018518,1
TONY PATEL,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 50,f,f,2017-10-25 02:26:55.105084+00,2017-10-25 02:26:55.133421+00,ocd-person/e3e4bb16-20c2-48ed-82e9-1ee83699808b,ocd-candidacy/9453ec6d-2163-4de8-8c2b-f49f859ef2e7,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/d5e431c3-08d8-4090-9a16-d04e57b6ef9c,ocd-contest/e82752b9-88cf-4ec8-b2fb-8d7813522b48,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1376026,1,1952819,1
JIMMY GOMEZ,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 51,t,f,2017-10-25 02:07:10.701487+00,2017-10-25 02:07:10.77448+00,ocd-person/f446bd3c-d19b-435c-9fa1-fe2165dfcd52,ocd-candidacy/73e25e4a-951a-4d62-84af-fca618358803,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/4f6e0b0c-2a62-46c7-81a1-7bf97613b644,ocd-contest/87138bd2-3cca-4870-a4eb-a6a3b8cfc1e1,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1334135,1,1919421,3
PAUL VINCENT AVILA,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 52,f,f,2017-10-25 02:18:01.795555+00,2017-10-25 02:18:01.915381+00,ocd-person/185edc6f-92fb-4862-939f-e83b24f99f12,ocd-candidacy/22c98b7c-ff71-4e44-b27e-edbacbec1d9d,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/67f80a3d-df63-43b6-a415-c8d9f160b0eb,ocd-contest/48fb09e8-bde1-4a88-8440-e5ba702634dc,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1223903,2,2062011,2
DOROTHY F. PINEDA,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 52,f,f,2017-10-25 02:26:09.637185+00,2017-10-25 02:26:09.678374+00,ocd-person/7eb508a3-f062-41fc-8d4f-fc4f5e619600,ocd-candidacy/a5c41562-46e1-43a7-be23-6aecd86d3b8d,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/67f80a3d-df63-43b6-a415-c8d9f160b0eb,ocd-contest/48fb09e8-bde1-4a88-8440-e5ba702634dc,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1358125,1,1924516,1
FREDDIE RODRIGUEZ,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 52,t,f,2017-10-25 02:07:10.967034+00,2017-10-25 02:07:11.043209+00,ocd-person/87d08ef7-1e76-4ad0-b034-85f6a62746ba,ocd-candidacy/811b073d-8a9b-4de8-b6f8-a4248dfb59dd,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/67f80a3d-df63-43b6-a415-c8d9f160b0eb,ocd-contest/48fb09e8-bde1-4a88-8440-e5ba702634dc,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1354976,1,1919415,2
KEVIN H. JANG,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 53,f,f,2017-10-25 02:07:11.24365+00,2017-10-25 02:07:11.30822+00,ocd-person/10dbf628-afe5-4d73-af76-9903332bf022,ocd-candidacy/ece8e1f4-5a77-4ec9-aa41-be9093d8bd77,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/83dd5664-cb67-4bde-8f4c-bc25b791a441,ocd-contest/809b8e82-dd1a-4164-b07f-b8e09d2adf18,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1377645,1,1969520,1
SANDRA Y. MENDOZA,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 53,f,f,2017-10-25 02:07:11.458455+00,2017-10-25 02:07:11.534984+00,ocd-person/29a49131-9456-468d-8192-2709dbf0d6ef,ocd-candidacy/41795c84-ac4c-4d9f-bec4-30cb2ec298e1,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/83dd5664-cb67-4bde-8f4c-bc25b791a441,ocd-contest/809b8e82-dd1a-4164-b07f-b8e09d2adf18,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1358233,1,2020201,2
MIGUEL SANTIAGO,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 53,t,f,2017-10-25 02:07:11.680762+00,2017-10-25 02:07:11.752839+00,ocd-person/d6544a0b-ebdf-4be8-9d31-4e44dd532c7c,ocd-candidacy/3aac3c94-59c3-41fd-815e-2e8fb37c78f4,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/83dd5664-cb67-4bde-8f4c-bc25b791a441,ocd-contest/809b8e82-dd1a-4164-b07f-b8e09d2adf18,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1357853,1,1919408,2
GLEN RATCLIFF,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 54,f,f,2017-10-25 02:18:02.043166+00,2017-10-25 02:18:02.091375+00,ocd-person/4b67607e-f619-409c-9f06-faf72dbc8037,ocd-candidacy/ca004b65-bc2e-4dd1-a5f7-29232f07c265,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/a5ca2981-1b4c-4af1-900d-d6a6eb6087a4,ocd-contest/2bfa28ff-2e4d-4c3a-ac59-d3bdde82943a,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1365736,1,,
SEBASTIAN M. RIDLEY-THOMAS,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 54,t,f,2017-10-25 02:07:11.941576+00,2017-10-25 02:07:12.013078+00,ocd-person/d604b15b-6201-4365-9f1b-e30dc4ab60a7,ocd-candidacy/7521d79e-00a9-4567-b055-46c9b701a588,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/a5ca2981-1b4c-4af1-900d-d6a6eb6087a4,ocd-contest/2bfa28ff-2e4d-4c3a-ac59-d3bdde82943a,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1358246,1,1918854,2
LING-LING CHANG,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 55,t,f,2017-10-25 02:25:20.14847+00,2017-10-25 02:25:20.178458+00,ocd-person/08188444-81a7-46ea-82fd-30ac5ba53d35,ocd-candidacy/a7fa3d94-c8d8-4bfe-814d-12af278531d4,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1357038,1,1918812,1
MIKE SPENCE,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 55,f,f,2017-10-25 02:07:12.888349+00,2017-10-25 02:07:12.957342+00,ocd-person/5bcc4594-6b3f-4c1d-a5fb-c70d28fcccb5,ocd-candidacy/d331743e-b260-4fc3-bd6e-d365a7cf3382,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1379764,1,2021097,1
PHILLIP CHEN,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 55,f,f,2017-10-25 02:07:12.205342+00,2017-10-25 02:07:12.282458+00,ocd-person/67faedb9-fca4-40b8-84e6-69953f302cc7,ocd-candidacy/5472f3ed-d82a-48bb-9727-e0cbff50e829,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1358732,1,2001971,2
BRETT R. BARBRE,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 55,f,f,2017-10-25 02:26:08.515439+00,2017-10-25 02:26:08.543786+00,ocd-person/98901433-7763-4f54-920d-fdc65854b143,ocd-candidacy/5a765962-ba61-4fe6-84b8-e17a3643a460,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1379538,1,1987366,1
RAY MARQUEZ,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 55,f,f,2017-10-25 02:07:12.44024+00,2017-10-25 02:07:12.506233+00,ocd-person/990a27b3-8cc8-40e0-b010-d20d52b65759,ocd-candidacy/ad1a5355-b964-4112-837c-1897249d2c98,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1381785,1,2002045,1
STEVE TYE,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 55,f,f,2017-10-25 02:07:13.104781+00,2017-10-25 02:07:13.177388+00,ocd-person/a47ce83f-4a65-41fe-aa67-36e3c59e8482,ocd-candidacy/a3c72c40-5a1c-4bc5-a426-2515034a7e68,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1363026,1,1988223,2
GREGG D. FRITCHLE,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 55,f,f,2017-10-25 02:18:02.27135+00,2017-10-25 02:18:02.397088+00,ocd-person/c2772ae9-5c82-4e30-a140-9dd6ff93f292,ocd-candidacy/94f8b55b-2bc2-4eec-9c94-f6dcb9b65add,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1325752,2,2020187,3
ROBERT 'BOB' HUFF,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 55,f,f,2017-10-25 02:26:47.123781+00,2017-10-25 02:26:47.15317+00,ocd-person/f0aab4a1-91d2-43a0-a657-daa7b1218545,ocd-candidacy/55a6bf03-f896-4617-8fb5-4575ef7bceeb,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/c4ec709a-add1-48f7-8193-3536c329ada9,ocd-contest/1657bbea-85f1-434d-8a40-44df22ad662d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1005380,1,1775453,1
EDUARDO GARCIA,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 56,t,f,2017-10-25 02:07:13.408431+00,2017-10-25 02:07:13.478218+00,ocd-person/366694b6-1cb2-4308-80af-bee45c45cf24,ocd-candidacy/7b5557de-890c-4cdd-8d04-98e42d2d59be,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/9751cfaf-35e2-4537-a22f-00ef1aa6afbc,ocd-contest/bc0d28ed-10a3-4d61-ad72-45aac8716fe0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1355371,1,1924510,2
RITA H. TOPALIAN,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 57,f,f,2017-10-25 02:07:13.891379+00,2017-10-25 02:07:13.961013+00,ocd-person/01583b7b-3039-4031-89fc-bfdfd9c8f6df,ocd-candidacy/a335b55d-a627-4948-800e-366c20fbc65c,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/dd17ddda-3dee-4452-945e-f3af9030aa42,ocd-contest/c3beb2ab-d0dc-4018-99be-c21695880924,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1259659,1,2019473,2
IAN CALDERON,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 57,t,f,2017-10-25 02:07:13.671986+00,2017-10-25 02:07:13.747323+00,ocd-person/8ab83487-8ce6-4b50-b737-24ac2fbc49ef,ocd-candidacy/e236a03c-f11a-495f-9028-c14bfa408271,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/dd17ddda-3dee-4452-945e-f3af9030aa42,ocd-contest/c3beb2ab-d0dc-4018-99be-c21695880924,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1336511,1,1918809,3
DAVID VELA,UNKNOWN,2016 PRIMARY,2016-06-07,Assembly 58,f,f,2017-10-25 02:26:46.924075+00,2017-10-25 02:26:46.958277+00,ocd-person/1b5d0c5b-8885-4dbf-8779-2663a81fbeae,ocd-candidacy/30c95712-4501-4be7-9a9e-867c440c1962,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/aff24ff4-67ca-4b86-a652-9bdc0e958b17,ocd-contest/4561962a-a3ad-47eb-9198-2b6a50497633,ocd-organization/8689e82c-783f-4824-bd07-3158b59adffa,1381786,1,2002048,1
CRISTINA GARCIA,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 58,t,f,2017-10-25 02:07:14.154044+00,2017-10-25 02:07:14.23198+00,ocd-person/8e3ea15e-ffdc-442c-bd6e-9df71f9e01b8,ocd-candidacy/53546fca-beb5-4ce6-9b22-10ee6e4ffa8f,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/aff24ff4-67ca-4b86-a652-9bdc0e958b17,ocd-contest/4561962a-a3ad-47eb-9198-2b6a50497633,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1343926,1,1919420,3
EFREN MARTINEZ,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 59,f,f,2017-10-25 02:26:34.762698+00,2017-10-25 02:26:34.800368+00,ocd-person/754b2f92-97d6-407c-a8b7-621723d20d24,ocd-candidacy/0563dbb1-08fc-4ae8-b319-298c5ec1e499,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/8f18609e-0877-4bf3-bdb8-aa0b1d4dba30,ocd-contest/40fbebb6-abc1-4e6b-a687-d9c5db2e8e7f,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1341750,1,1792493,1
REGINALD BYRON JONES-SAWYER SR.,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 59,t,f,2017-10-25 02:07:14.424605+00,2017-10-25 02:07:14.500259+00,ocd-person/a7e952b3-a58b-4db6-abf0-9086d14d8a4c,ocd-candidacy/4fe9f8d7-5e0e-4c00-91b7-2dd9ca3945a6,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/8f18609e-0877-4bf3-bdb8-aa0b1d4dba30,ocd-contest/40fbebb6-abc1-4e6b-a687-d9c5db2e8e7f,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1317870,1,1919422,3
KEN PARK,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 60,f,f,2017-10-25 02:07:20.519158+00,2017-10-25 02:07:20.592279+00,ocd-person/17c9ced3-b0f7-497a-a668-ca3dfcb940a4,ocd-candidacy/7dcdb933-8dd6-4960-b73d-19d90e8567da,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/12e51f47-bf3b-48a3-a60b-fa1cab9a3f8d,ocd-contest/50b0636c-76ff-4583-bb37-8b29bb87eb21,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1367073,1,1929127,2
ROBERT FROST,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 60,f,f,2017-10-25 02:26:11.459591+00,2017-10-25 02:26:11.488466+00,ocd-person/85bf98b4-6e16-4516-ae35-3c2f0e16c47e,ocd-candidacy/abc342ee-9dc5-41fb-a189-1089ed22f340,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/12e51f47-bf3b-48a3-a60b-fa1cab9a3f8d,ocd-contest/50b0636c-76ff-4583-bb37-8b29bb87eb21,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1377650,1,1969524,1
SABRINA CERVANTES,DEMOCRATIC,2016 PRIMARY,2016-06-07,Assembly 60,f,f,2017-10-25 02:07:20.07319+00,2017-10-25 02:07:20.154464+00,ocd-person/85cede48-df91-4977-bd6a-c120b6e54f8e,ocd-candidacy/838fa51f-36f5-4661-ada3-7157f8cf11a5,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/12e51f47-bf3b-48a3-a60b-fa1cab9a3f8d,ocd-contest/50b0636c-76ff-4583-bb37-8b29bb87eb21,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1377791,1,1970228,1
ERIC LINDER,REPUBLICAN,2016 PRIMARY,2016-06-07,Assembly 60,t,f,2017-10-25 02:07:20.299849+00,2017-10-25 02:07:20.372416+00,ocd-person/9439224e-d5a3-422d-8286-b525d244f2d0,ocd-candidacy/3f6bd041-cc82-4b51-a7ec-98c1858bbac7,ocd-election/09b673bf-28ee-465d-888d-0d9c291e6b7c,ocd-post/12e51f47-bf3b-48a3-a60b-fa1cab9a3f8d,ocd-contest/50b0636c-76ff-4583-bb37-8b29bb87eb21,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1345603,1,1930556,3
